isBest	lncRNA_gene	lncRNA_transcript	partnerRNA_gene	partnerRNA_transcript	direction	type	distance	subtype	location
1	XLOC_049457	TCONS_00076789	HIST1H2BA	ENST00000274764.3	antisense	intergenic	4491	convergent	downstream
1	XLOC_048590	TCONS_00075392	CDK19	ENST00000368911.7	antisense	intergenic	11273	convergent	downstream
1	XLOC_023375	TCONS_00035913	LASP1	ENST00000318008.10	sense	intergenic	3539	same_strand	downstream
1	XLOC_029044	TCONS_00044447	ZNF599	ENST00000587354.6	sense	intergenic	6183	same_strand	upstream
1	XLOC_030360	TCONS_00046647	ETAA1	ENST00000272342.5	sense	intergenic	5124	same_strand	upstream
1	XLOC_034084	TCONS_00052702	IDH1	ENST00000345146.6	sense	intergenic	13602	same_strand	downstream
1	XLOC_056159	TCONS_00087286	ERMP1	ENST00000487088.5	antisense	genic	0	overlapping	exonic
1	XLOC_014439	TCONS_00022061	UBL3	ENST00000380680.4	antisense	intergenic	87222	divergent	upstream
1	XLOC_058042	TCONS_00090061	ERCC6L2	ENST00000288985.11	antisense	genic	0	overlapping	exonic
1	XLOC_048663	TCONS_00075528	MAN1A1	ENST00000368468.3	antisense	intergenic	330	divergent	upstream
1	XLOC_032929	TCONS_00050903	C2orf81	ENST00000612891.4	sense	intergenic	695	same_strand	downstream
1	XLOC_050227	TCONS_00077962	RNF217	ENST00000560949.5	antisense	genic	0	overlapping	exonic
1	XLOC_004648	TCONS_00007268	RFWD2	ENST00000461830.6	sense	intergenic	24318	same_strand	downstream
1	XLOC_000512	TCONS_00000778	LAPTM5	ENST00000294507.3	antisense	intergenic	2832	divergent	upstream
1	XLOC_043118	TCONS_00067035	TBC1D1	ENST00000407365.5	antisense	intergenic	54165	convergent	downstream
1	XLOC_018067	TCONS_00027799	GOLGA8R	ENST00000327271.10	antisense	intergenic	57092	divergent	upstream
1	XLOC_058943	TCONS_00091330	TSR2	ENST00000375151.4	sense	intergenic	8818	same_strand	upstream
1	XLOC_044979	TCONS_00069826	ELL2	ENST00000237853.8	antisense	intergenic	88044	divergent	upstream
1	XLOC_012886	TCONS_00019752	CLEC6A	ENST00000382073.3	antisense	intergenic	59123	divergent	upstream
1	XLOC_039082	TCONS_00060710	KLF15	ENST00000296233.3	antisense	intergenic	20049	convergent	downstream
1	XLOC_044451	TCONS_00069009	SUB1	ENST00000506237.5	sense	intergenic	7768	same_strand	upstream
1	XLOC_000528	TCONS_00000805	PEF1	ENST00000492061.5	antisense	genic	0	overlapping	exonic
1	XLOC_001351	TCONS_00002110	SLC25A24	ENST00000565488.5	antisense	intergenic	62014	convergent	downstream
1	XLOC_022500	TCONS_00034508	NUDT7	ENST00000564031.1	antisense	genic	0	overlapping	exonic
1	XLOC_045013	TCONS_00069873	CHD1	ENST00000614616.4	antisense	intergenic	25437	divergent	upstream
1	XLOC_045808	TCONS_00071105	GNB2L1	ENST00000510199.5	antisense	genic	0	overlapping	exonic
1	XLOC_018839	TCONS_00029000	POLG	ENST00000442287.6	antisense	intergenic	26718	divergent	upstream
1	XLOC_037192	TCONS_00057727	APOL5	ENST00000249044.2	sense	intergenic	13696	same_strand	upstream
1	XLOC_105227	TCONS_00323773	SUGCT	ENST00000335693.8	sense	genic	0	nested	intronic
1	XLOC_054596	TCONS_00084907	AC026248.1	ENST00000623475.1	sense	intergenic	18124	same_strand	upstream
1	XLOC_040588	TCONS_00063150	BBX	ENST00000415149.6	antisense	intergenic	30337	convergent	downstream
1	XLOC_010092	TCONS_00015553	SLC35C1	ENST00000442528.2	antisense	intergenic	52201	divergent	upstream
1	XLOC_035053	TCONS_00054179	CDH26	ENST00000370991.7	sense	intergenic	53937	same_strand	downstream
1	XLOC_031773	TCONS_00048957	AC007557.5	ENST00000623926.1	sense	intergenic	2730	same_strand	downstream
1	XLOC_018011	TCONS_00027697	AC124312.1	ENST00000623624.1	antisense	intergenic	18106	divergent	upstream
1	XLOC_020106	TCONS_00059808	TMPRSS4	ENST00000522824.5	sense	genic	0	nested	intronic
1	XLOC_002560	TCONS_00003951	H3F3A	ENST00000366813.1	sense	intergenic	14880	same_strand	downstream
1	XLOC_040588	TCONS_00063157	BBX	ENST00000415149.6	antisense	intergenic	55987	convergent	downstream
1	XLOC_000957	TCONS_00001438	C1orf87	ENST00000371201.3	antisense	intergenic	112	divergent	upstream
1	XLOC_030699	TCONS_00047172	TMEM131	ENST00000485245.2	antisense	genic	0	nested	exonic
1	XLOC_057434	TCONS_00089195	PUM3	ENST00000397885.2	sense	intergenic	56079	same_strand	upstream
1	XLOC_062931	TCONS_00207754	CMPK2	ENST00000458098.5	sense	intergenic	37660	same_strand	downstream
1	XLOC_036720	TCONS_00056917	RRP1	ENST00000467112.5	antisense	genic	0	overlapping	exonic
1	XLOC_043906	TCONS_00068205	PDGFC	ENST00000502773.5	sense	intergenic	14978	same_strand	upstream
1	XLOC_044462	TCONS_00069027	C1QTNF3-AMACR	ENST00000382079.3	antisense	intergenic	33593	divergent	upstream
1	XLOC_034103	TCONS_00052726	SPAG16	ENST00000406979.6	antisense	genic	0	nested	exonic
1	XLOC_038660	TCONS_00060036	ADAMTS9	ENST00000459780.1	antisense	genic	0	overlapping	intronic
1	XLOC_034259	TCONS_00052929	NCL	ENST00000322723.8	sense	intergenic	16110	same_strand	downstream
1	XLOC_057169	TCONS_00088770	ENG	ENST00000344849.4	antisense	genic	0	nested	exonic
1	XLOC_021116	TCONS_00032480	CDH3	ENST00000565453.1	sense	intergenic	21803	same_strand	upstream
1	XLOC_059966	TCONS_00092665	DLG3	ENST00000494493.1	antisense	genic	0	overlapping	exonic
1	XLOC_053214	TCONS_00082720	KCND2	ENST00000473190.1	antisense	genic	0	overlapping	intronic
1	XLOC_048426	TCONS_00075147	RNGTT	ENST00000369485.8	antisense	intergenic	806	divergent	upstream
1	XLOC_037679	TCONS_00058498	CRYBA4	ENST00000354760.3	antisense	intergenic	14217	convergent	downstream
1	XLOC_024310	TCONS_00037328	SPNS3	ENST00000575194.5	antisense	genic	0	nested	exonic
1	XLOC_016738	TCONS_00025683	VRK1	ENST00000216639.7	sense	intergenic	6630	same_strand	upstream
1	XLOC_016290	TCONS_00024987	KTN1	ENST00000554294.1	sense	intergenic	46682	same_strand	downstream
1	XLOC_057414	TCONS_00089166	KANK1	ENST00000489369.5	antisense	genic	0	nested	intronic
1	XLOC_048310	TCONS_00074978	EEF1A1	ENST00000455918.1	antisense	intergenic	44	divergent	upstream
1	XLOC_010583	TCONS_00016216	DGAT2	ENST00000604935.5	antisense	genic	0	overlapping	exonic
1	XLOC_052584	TCONS_00081737	MRPL32	ENST00000496564.1	antisense	intergenic	22583	convergent	downstream
1	XLOC_014671	TCONS_00022458	INTS6	ENST00000483288.5	antisense	genic	0	overlapping	exonic
1	XLOC_031761	TCONS_00048930	SMARCAL1	ENST00000357276.8	sense	intergenic	12731	same_strand	upstream
1	XLOC_015756	TCONS_00024186	PCCA	ENST00000376286.8	antisense	intergenic	38	divergent	upstream
1	XLOC_015663	TCONS_00024050	SLITRK5	ENST00000325089.7	antisense	intergenic	1496	divergent	upstream
1	XLOC_025966	TCONS_00039893	KLHL14	ENST00000359358.8	antisense	intergenic	89843	convergent	downstream
1	XLOC_028937	TCONS_00044241	ZNF492	ENST00000456783.2	antisense	intergenic	30450	convergent	downstream
1	XLOC_046603	TCONS_00072343	RHOBTB3	ENST00000513091.1	antisense	intergenic	11560	convergent	downstream
1	XLOC_053049	TCONS_00082461	ACHE	ENST00000619863.1	sense	intergenic	9325	same_strand	upstream
1	XLOC_001704	TCONS_00002688	SPRR4	ENST00000328051.2	sense	intergenic	414	same_strand	upstream
1	XLOC_004555	TCONS_00007128	UCK2	ENST00000367879.8	antisense	genic	0	nested	exonic
1	XLOC_019472	TCONS_00029961	TCF12	ENST00000560836.1	antisense	intergenic	26191	convergent	downstream
1	XLOC_013558	TCONS_00020780	RAB3IP	ENST00000247833.11	antisense	intergenic	113	divergent	upstream
1	XLOC_059617	TCONS_00092245	HCCS	ENST00000321143.8	antisense	intergenic	163	divergent	upstream
1	XLOC_006501	TCONS_00010105	DUSP5	ENST00000369583.3	sense	intergenic	24926	same_strand	downstream
1	XLOC_050263	TCONS_00078014	TMEM244	ENST00000368143.5	sense	intergenic	47199	same_strand	downstream
1	XLOC_029985	TCONS_00045928	EIF2B4	ENST00000475582.5	antisense	genic	0	overlapping	exonic
1	XLOC_057061	TCONS_00088631	PSMD5	ENST00000210313.7	antisense	intergenic	58	divergent	upstream
1	XLOC_014235	TCONS_00021780	EP400NL	ENST00000446190.5	antisense	intergenic	504	divergent	upstream
1	XLOC_006088	TCONS_00009465	AGAP5	ENST00000581191.5	antisense	genic	0	overlapping	exonic
1	XLOC_018847	TCONS_00029025	MESP1	ENST00000300057.4	antisense	intergenic	986	divergent	upstream
1	XLOC_035390	TCONS_00054754	ENTPD6	ENST00000354989.9	antisense	intergenic	46903	divergent	upstream
1	XLOC_002532	TCONS_00003890	SUSD4	ENST00000343846.7	antisense	intergenic	32665	convergent	downstream
1	XLOC_045544	TCONS_00070681	C5orf52	ENST00000409999.3	sense	intergenic	10089	same_strand	downstream
1	XLOC_021258	TCONS_00032665	ADAMTS18	ENST00000282849.9	antisense	intergenic	111	divergent	upstream
1	XLOC_056942	TCONS_00088481	KLF4	ENST00000420475.1	antisense	intergenic	76344	divergent	upstream
1	XLOC_031736	TCONS_00048883	IKZF2	ENST00000452786.2	antisense	genic	0	overlapping	exonic
1	XLOC_018809	TCONS_00028950	AGBL1	ENST00000441037.6	sense	intergenic	13002	same_strand	downstream
1	XLOC_058465	TCONS_00090691	PPP1R26	ENST00000605286.5	antisense	intergenic	6530	divergent	upstream
1	XLOC_058509	TCONS_00090769	MAN1B1	ENST00000371589.8	antisense	intergenic	1	divergent	upstream
1	XLOC_005990	TCONS_00009326	CTNNA3	ENST00000433211.6	antisense	genic	0	nested	exonic
1	XLOC_000352	TCONS_00000561	WNT4	ENST00000441048.1	antisense	genic	0	overlapping	exonic
1	XLOC_031036	TCONS_00047714	POTEF	ENST00000409914.6	antisense	genic	0	nested	intronic
1	XLOC_037457	TCONS_00058129	SHANK3	ENST00000414786.6	sense	intergenic	93	same_strand	upstream
1	XLOC_012090	TCONS_00018504	CAPS2	ENST00000328705.7	antisense	genic	0	overlapping	intronic
1	XLOC_056426	TCONS_00087688	DCAF10	ENST00000242323.8	sense	genic	0	nested	intronic
1	XLOC_032129	TCONS_00049550	SNTG2	ENST00000450962.5	antisense	genic	0	overlapping	intronic
1	XLOC_025337	TCONS_00038874	SMURF2	ENST00000262435.13	sense	intergenic	85196	same_strand	upstream
1	XLOC_044055	TCONS_00068400	DCTD	ENST00000500813.6	sense	intergenic	7857	same_strand	downstream
1	XLOC_039538	TCONS_00061383	TBL1XR1	ENST00000631253.2	antisense	genic	0	nested	exonic
1	XLOC_053372	TCONS_00082966	TAS2R5	ENST00000247883.5	antisense	intergenic	9948	convergent	downstream
1	XLOC_002836	TCONS_00004412	SAMD11	ENST00000420190.5	antisense	intergenic	15325	divergent	upstream
1	XLOC_036916	TCONS_00057261	GGT2	ENST00000405188.8	antisense	intergenic	15817	convergent	downstream
1	XLOC_028300	TCONS_00043331	ZIM2	ENST00000595671.5	antisense	genic	0	overlapping	exonic
1	XLOC_015135	TCONS_00023165	GAS6	ENST00000327773.6	antisense	intergenic	19600	divergent	upstream
1	XLOC_054239	TCONS_00084338	LY96	ENST00000284818.6	sense	intergenic	26795	same_strand	downstream
1	XLOC_003795	TCONS_00005898	LHX8	ENST00000294638.9	antisense	genic	0	nested	exonic
1	XLOC_052448	TCONS_00081512	NFE2L3	ENST00000056233.3	antisense	intergenic	21381	divergent	upstream
1	XLOC_009228	TCONS_00014219	IZUMO1R	ENST00000440961.6	sense	intergenic	26387	same_strand	upstream
1	XLOC_043785	TCONS_00068020	IL15	ENST00000296545.11	antisense	intergenic	54144	convergent	downstream
1	XLOC_024580	TCONS_00037734	TBC1D28	ENST00000345096.8	sense	intergenic	29650	same_strand	downstream
1	XLOC_036376	TCONS_00056368	POTED	ENST00000620442.4	antisense	intergenic	27854	divergent	upstream
1	XLOC_044079	TCONS_00068440	IRF2	ENST00000393593.7	sense	intergenic	10818	same_strand	downstream
1	XLOC_024205	TCONS_00037164	METRNL	ENST00000320095.11	sense	intergenic	9136	same_strand	downstream
1	XLOC_007649	TCONS_00011865	GOLGA7B	ENST00000370602.5	antisense	intergenic	441	divergent	upstream
1	XLOC_047302	TCONS_00148941	ARL4D	ENST00000320033.4	sense	intergenic	24510	same_strand	upstream
1	XLOC_016312	TCONS_00025018	NAA30	ENST00000555166.5	sense	intergenic	31134	same_strand	upstream
1	XLOC_013123	TCONS_00020111	ALG10	ENST00000266483.6	antisense	genic	0	containing	exonic
1	XLOC_041238	TCONS_00064102	CRYGS	ENST00000392499.6	sense	intergenic	81036	same_strand	downstream
1	XLOC_010012	TCONS_00015431	KIAA1549L	ENST00000321505.8	antisense	genic	0	overlapping	exonic
1	XLOC_032180	TCONS_00049644	SOX11	ENST00000322002.4	antisense	intergenic	881	divergent	upstream
1	XLOC_048885	TCONS_00156433	SLC5A10	ENST00000395645.3	antisense	genic	0	nested	intronic
1	XLOC_040919	TCONS_00063655	PLSCR2	ENST00000613069.4	sense	intergenic	8579	same_strand	upstream
1	XLOC_039250	TCONS_00060944	ATP1B3	ENST00000475483.5	sense	intergenic	14816	same_strand	upstream
1	XLOC_057330	TCONS_00089010	OLFM1	ENST00000371796.7	sense	intergenic	10108	same_strand	downstream
1	XLOC_000817	TCONS_00001213	TRABD2B	ENST00000606738.2	antisense	intergenic	57145	convergent	downstream
1	XLOC_025126	TCONS_00038567	HOXB7	ENST00000567101.2	sense	intergenic	2351	same_strand	upstream
1	XLOC_047648	TCONS_00074013	NEDD9	ENST00000508800.1	antisense	intergenic	34786	divergent	upstream
1	XLOC_039017	TCONS_00060608	GSK3B	ENST00000264235.12	antisense	intergenic	907	divergent	upstream
1	XLOC_038794	TCONS_00060262	C3orf38	ENST00000485219.1	sense	intergenic	43646	same_strand	downstream
1	XLOC_040619	TCONS_00063208	BTLA	ENST00000334529.9	sense	intergenic	3188	same_strand	downstream
1	XLOC_041240	TCONS_00064146	KNG1	ENST00000265023.8	antisense	genic	0	overlapping	exonic
1	XLOC_011679	TCONS_00017870	RAPGEF3	ENST00000449771.6	antisense	intergenic	2016	convergent	downstream
1	XLOC_002247	TCONS_00003443	CACNA1S	ENST00000362061.3	antisense	genic	0	nested	exonic
1	XLOC_049285	TCONS_00076522	PPP1R3G	ENST00000405617.3	antisense	intergenic	30486	divergent	upstream
1	XLOC_054855	TCONS_00085314	FGF20	ENST00000519941.1	sense	genic	0	containing	intronic
1	XLOC_037664	TCONS_00058471	MYO18B	ENST00000335473.11	antisense	genic	0	nested	exonic
1	XLOC_006923	TCONS_00010756	MCM10	ENST00000378714.7	antisense	intergenic	1777	divergent	upstream
1	XLOC_026895	TCONS_00041251	DOK6	ENST00000582992.1	antisense	genic	0	overlapping	intronic
1	XLOC_058261	TCONS_00090403	TTLL11	ENST00000321582.9	sense	intergenic	2476	same_strand	downstream
1	XLOC_060394	TCONS_00093240	DUSP9	ENST00000477033.1	antisense	intergenic	17411	divergent	upstream
1	XLOC_011785	TCONS_00018055	KRT84	ENST00000257951.3	antisense	genic	0	overlapping	exonic
1	XLOC_057707	TCONS_00089559	ANKRD18A	ENST00000399703.5	sense	intergenic	21837	same_strand	upstream
1	XLOC_040889	TCONS_00063619	ATP1B3	ENST00000475483.5	antisense	intergenic	10845	divergent	upstream
1	XLOC_049215	TCONS_00076393	RIPK1	ENST00000380409.2	antisense	intergenic	330	convergent	downstream
1	XLOC_005189	TCONS_00008053	TSNAX-DISC1	ENST00000602956.5	antisense	intergenic	320	divergent	upstream
1	XLOC_047962	TCONS_00074487	HLA-DQA2	ENST00000374940.3	sense	intergenic	22172	same_strand	upstream
1	XLOC_052746	TCONS_00081982	ZNF727	ENST00000456806.2	antisense	intergenic	16669	divergent	upstream
1	XLOC_019147	TCONS_00029484	GOLGA8K	ENST00000435655.2	sense	intergenic	3305	same_strand	upstream
1	XLOC_055615	TCONS_00086487	STK3	ENST00000517832.1	sense	intergenic	13156	same_strand	downstream
1	XLOC_002796	TCONS_00004300	ZNF124	ENST00000340684.10	antisense	intergenic	6116	divergent	upstream
1	XLOC_029017	TCONS_00044416	WDR88	ENST00000355868.3	antisense	intergenic	6	convergent	downstream
1	XLOC_003364	TCONS_00005236	ZMYM4	ENST00000314607.10	antisense	intergenic	8128	divergent	upstream
1	XLOC_031843	TCONS_00097359	RASA3	ENST00000334062.7	antisense	intergenic	28079	convergent	downstream
1	XLOC_045854	TCONS_00071199	LPCAT1	ENST00000283415.3	sense	intergenic	52988	same_strand	upstream
1	XLOC_031648	TCONS_00048764	FAM117B	ENST00000392238.2	sense	intergenic	19659	same_strand	upstream
1	XLOC_041661	TCONS_00064816	CCDC149	ENST00000324309.8	antisense	genic	0	overlapping	exonic
1	XLOC_051998	TCONS_00080793	PRSS2	ENST00000632998.1	sense	intergenic	11449	same_strand	downstream
1	XLOC_018175	TCONS_00027977	SRP14	ENST00000267884.10	antisense	intergenic	123	divergent	upstream
1	XLOC_030728	TCONS_00047212	PDCL3	ENST00000264254.10	sense	intergenic	83477	same_strand	downstream
1	XLOC_014318	TCONS_00021894	ZDHHC20	ENST00000542645.5	antisense	intergenic	77714	convergent	downstream
1	XLOC_009187	TCONS_00014161	UBTFL1	ENST00000530464.2	sense	intergenic	12895	same_strand	upstream
1	XLOC_023100	TCONS_00035512	C17orf51	ENST00000540508.1	antisense	intergenic	3521	convergent	downstream
1	XLOC_034228	TCONS_00052884	SPHKAP	ENST00000392056.7	sense	intergenic	9860	same_strand	upstream
1	XLOC_012527	TCONS_00019151	UNC119B	ENST00000344651.4	sense	intergenic	912	same_strand	upstream
1	XLOC_118305	TCONS_00358292	DCAF10	ENST00000242323.8	sense	genic	0	nested	intronic
1	XLOC_054883	TCONS_00085357	PRSS55	ENST00000328655.7	antisense	intergenic	46157	divergent	upstream
1	XLOC_056627	TCONS_00087993	RFK	ENST00000479197.1	antisense	genic	0	overlapping	exonic
1	XLOC_060735	TCONS_00093676	CDY2B	ENST00000544303.1	sense	intergenic	87926	same_strand	downstream
1	XLOC_014294	TCONS_00021867	ZMYM2	ENST00000610343.4	sense	intergenic	608	same_strand	upstream
1	XLOC_057402	TCONS_00089135	MLLT3	ENST00000380321.5	sense	genic	0	containing	intronic
1	XLOC_004719	TCONS_00007368	LAMC1	ENST00000258341.4	antisense	intergenic	4117	convergent	downstream
1	XLOC_022014	TCONS_00033806	SRCAP	ENST00000411466.6	antisense	genic	0	overlapping	exonic
1	XLOC_072037	TCONS_00231950	SLC37A1	ENST00000398341.7	sense	intergenic	735	same_strand	downstream
1	XLOC_023761	TCONS_00036493	SRSF1	ENST00000258962.4	antisense	genic	0	overlapping	exonic
1	XLOC_006657	TCONS_00010345	RP11-12J10.3	ENST00000494792.1	antisense	genic	0	nested	intronic
1	XLOC_031276	TCONS_00048139	BAZ2B	ENST00000392783.6	antisense	genic	0	overlapping	exonic
1	XLOC_024259	TCONS_00037252	WDR81	ENST00000468539.5	antisense	intergenic	313	divergent	upstream
1	XLOC_024383	TCONS_00037442	ACAP1	ENST00000570439.1	antisense	genic	0	nested	exonic
1	XLOC_044745	TCONS_00069451	BDP1	ENST00000358731.8	sense	intergenic	69622	same_strand	upstream
1	XLOC_049910	TCONS_00077516	OGFRL1	ENST00000370435.4	antisense	intergenic	64552	convergent	downstream
1	XLOC_035091	TCONS_00054240	NTSR1	ENST00000482259.1	sense	intergenic	11670	same_strand	downstream
1	XLOC_037964	TCONS_00058913	NUP50	ENST00000347635.8	antisense	genic	0	overlapping	exonic
1	XLOC_044922	TCONS_00069733	MEF2C	ENST00000504921.6	antisense	intergenic	25590	convergent	downstream
1	XLOC_032871	TCONS_00050788	PCBP1	ENST00000303577.6	antisense	intergenic	453	divergent	upstream
1	XLOC_002607	TCONS_00004014	RHOU	ENST00000366691.3	sense	intergenic	72872	same_strand	upstream
1	XLOC_043813	TCONS_00068074	MMAA	ENST00000541599.4	antisense	genic	0	nested	exonic
1	XLOC_002480	TCONS_00003793	TGFB2	ENST00000366930.8	sense	intergenic	80221	same_strand	downstream
1	XLOC_010173	TCONS_00015649	OR5J2	ENST00000312298.1	antisense	intergenic	10823	convergent	downstream
1	XLOC_038218	TCONS_00059311	SATB1	ENST00000415069.5	antisense	genic	0	overlapping	intronic
1	XLOC_030564	TCONS_00046952	IMMT	ENST00000410111.7	antisense	genic	0	overlapping	exonic
1	XLOC_025060	TCONS_00038429	ARHGAP27	ENST00000532038.5	sense	intergenic	21845	same_strand	downstream
1	XLOC_030727	TCONS_00047211	PDCL3	ENST00000264254.10	sense	intergenic	48981	same_strand	downstream
1	XLOC_058901	TCONS_00091276	MAGED4B	ENST00000490581.6	antisense	intergenic	6143	convergent	downstream
1	XLOC_046568	TCONS_00072270	ADGRV1	ENST00000405460.6	antisense	intergenic	62254	convergent	downstream
1	XLOC_056024	TCONS_00087089	GSDMD	ENST00000529854.1	antisense	genic	0	overlapping	exonic
1	XLOC_026418	TCONS_00040567	ARHGAP28	ENST00000419673.6	antisense	intergenic	9758	convergent	downstream
1	XLOC_012518	TCONS_00019140	MSI1	ENST00000257552.6	antisense	intergenic	179	divergent	upstream
1	XLOC_028175	TCONS_00043127	ZNF616	ENST00000596290.5	antisense	intergenic	2704	divergent	upstream
1	XLOC_028286	TCONS_00043290	UBXN6	ENST00000588238.1	antisense	genic	0	overlapping	exonic
1	XLOC_024721	TCONS_00037942	EFCAB5	ENST00000394835.7	antisense	genic	0	overlapping	exonic
1	XLOC_024504	TCONS_00037622	TBC1D26	ENST00000584301.5	antisense	genic	0	overlapping	exonic
1	XLOC_054460	TCONS_00084674	RIMS2	ENST00000504942.6	sense	intergenic	2078	same_strand	upstream
1	XLOC_037199	TCONS_00057734	APOL3	ENST00000361710.6	antisense	intergenic	6757	divergent	upstream
1	XLOC_033809	TCONS_00052232	ITGA6	ENST00000264107.11	antisense	genic	0	overlapping	exonic
1	XLOC_034561	TCONS_00053369	KIF16B	ENST00000354981.6	antisense	intergenic	1678	divergent	upstream
1	XLOC_040594	TCONS_00063165	HHLA2	ENST00000619531.4	antisense	intergenic	2121	divergent	upstream
1	XLOC_003556	TCONS_00005540	FOXD2	ENST00000334793.5	antisense	genic	0	overlapping	exonic
1	XLOC_058560	TCONS_00090852	ASMT	ENST00000432523.6	sense	intergenic	91036	same_strand	downstream
1	XLOC_077279	TCONS_00249683	ALG1L2	ENST00000511726.1	sense	genic	0	nested	intronic
1	XLOC_009918	TCONS_00015298	MRGPRX1	ENST00000302797.4	sense	intergenic	69304	same_strand	downstream
1	XLOC_035608	TCONS_00055120	MMP9	ENST00000372330.3	antisense	genic	0	overlapping	exonic
1	XLOC_056288	TCONS_00087470	ELAVL2	ENST00000380117.5	antisense	intergenic	3333	divergent	upstream
1	XLOC_045804	TCONS_00071091	TRIM7	ENST00000274773.11	antisense	intergenic	9451	convergent	downstream
1	XLOC_060344	TCONS_00093165	SPANXN1	ENST00000370493.3	antisense	intergenic	13209	divergent	upstream
1	XLOC_031481	TCONS_00048516	UBE2E3	ENST00000602970.1	sense	intergenic	47250	same_strand	downstream
1	XLOC_054599	TCONS_00084921	AC026248.1	ENST00000623475.1	sense	intergenic	53630	same_strand	downstream
1	XLOC_003254	TCONS_00005049	SMPDL3B	ENST00000373894.7	antisense	intergenic	4283	divergent	upstream
1	XLOC_010999	TCONS_00016818	PVRL1	ENST00000531468.1	sense	intergenic	5112	same_strand	downstream
1	XLOC_036034	TCONS_00055796	TIAM1	ENST00000469412.5	antisense	intergenic	32746	divergent	upstream
1	XLOC_003486	TCONS_00005439	IPO13	ENST00000372343.7	antisense	intergenic	367	divergent	upstream
1	XLOC_048749	TCONS_00075665	TAAR8	ENST00000275200.1	sense	intergenic	5303	same_strand	downstream
1	XLOC_052765	TCONS_00082005	ZNF273	ENST00000476730.1	antisense	intergenic	195	divergent	upstream
1	XLOC_059345	TCONS_00091854	DCAF12L1	ENST00000371126.2	antisense	genic	0	containing	intronic
1	XLOC_002449	TCONS_00003754	FLVCR1	ENST00000366971.8	sense	intergenic	17424	same_strand	downstream
1	XLOC_039667	TCONS_00061630	RTP4	ENST00000259030.2	sense	intergenic	76699	same_strand	downstream
1	XLOC_034648	TCONS_00053514	CST8	ENST00000246012.1	sense	intergenic	7695	same_strand	downstream
1	XLOC_017181	TCONS_00026428	C14orf28	ENST00000557112.1	antisense	genic	0	overlapping	intronic
1	XLOC_000947	TCONS_00001404	JUN	ENST00000371222.3	antisense	intergenic	824	divergent	upstream
1	XLOC_002319	TCONS_00003555	LRRN2	ENST00000367177.3	antisense	intergenic	39258	divergent	upstream
1	XLOC_002827	TCONS_00004406	SAMD11	ENST00000420190.5	antisense	intergenic	97358	divergent	upstream
1	XLOC_022530	TCONS_00034574	BCO1	ENST00000564552.1	antisense	genic	0	overlapping	exonic
1	XLOC_058465	TCONS_00090690	PPP1R26	ENST00000605286.5	antisense	genic	0	overlapping	intronic
1	XLOC_003407	TCONS_00005289	MANEAL	ENST00000373045.10	antisense	genic	0	nested	exonic
1	XLOC_010582	TCONS_00016212	MOGAT2	ENST00000198801.9	antisense	genic	0	overlapping	intronic
1	XLOC_009565	TCONS_00014752	KIRREL3	ENST00000533026.6	antisense	intergenic	52272	divergent	upstream
1	XLOC_026340	TCONS_00040449	ADNP2	ENST00000561195.1	sense	intergenic	526	same_strand	downstream
1	XLOC_044750	TCONS_00069466	MCCC2	ENST00000340941.10	sense	intergenic	4728	same_strand	downstream
1	XLOC_040219	TCONS_00062582	MAP4	ENST00000360240.10	sense	intergenic	5531	same_strand	upstream
1	XLOC_020946	TCONS_00032212	GNAO1	ENST00000262493.10	sense	intergenic	54390	same_strand	upstream
1	XLOC_002911	TCONS_00004547	PRDM16	ENST00000511072.5	antisense	intergenic	1223	divergent	upstream
1	XLOC_021870	TCONS_00033595	METTL9	ENST00000567404.5	antisense	genic	0	overlapping	intronic
1	XLOC_048657	TCONS_00075522	NUS1	ENST00000368494.3	sense	intergenic	21073	same_strand	upstream
1	XLOC_056753	TCONS_00088202	AUH	ENST00000375731.8	antisense	intergenic	48157	convergent	downstream
1	XLOC_000010	TCONS_00000058	SAMD11	ENST00000420190.5	sense	intergenic	65308	same_strand	upstream
1	XLOC_046122	TCONS_00071560	SPEF2	ENST00000440995.6	antisense	genic	0	nested	intronic
1	XLOC_011205	TCONS_00017136	TSPAN9	ENST00000537971.5	sense	intergenic	32154	same_strand	downstream
1	XLOC_010603	TCONS_00016248	CAPN5	ENST00000278559.7	antisense	genic	0	nested	exonic
1	XLOC_003918	TCONS_00006104	ZNF644	ENST00000370440.5	sense	intergenic	79137	same_strand	downstream
1	XLOC_033778	TCONS_00052151	PPIG	ENST00000260970.7	antisense	intergenic	1	divergent	upstream
1	XLOC_057229	TCONS_00088867	NTMT1	ENST00000372486.5	sense	intergenic	96205	same_strand	upstream
1	XLOC_028637	TCONS_00043836	PIN1	ENST00000592184.1	antisense	intergenic	244	divergent	upstream
1	XLOC_052906	TCONS_00082243	SEMA3C	ENST00000419255.6	sense	intergenic	50157	same_strand	upstream
1	XLOC_050256	TCONS_00078005	PTPRK	ENST00000368226.8	sense	intergenic	59439	same_strand	upstream
1	XLOC_024324	TCONS_00037349	MINK1	ENST00000572330.5	antisense	genic	0	nested	exonic
1	XLOC_086501	TCONS_00276210	RBM47	ENST00000514782.5	sense	genic	0	nested	intronic
1	XLOC_011297	TCONS_00017290	CD163L1	ENST00000539726.5	antisense	intergenic	4767	convergent	downstream
